movie_name,language,year_of_release,maturity_rating,total_running_time_minutes,imdb_ratings
Shrek 2,English,2004,7+,92,7.2
Detective Dee: Mystery of the Phantom Flame,Telugu,2011,13+,116,6.6
Gamer,Tamil,2009,18+,94,5.8
Gori Tere Pyaar Mein,Hindi,2013,13+,144,4.9
Miss Priyangbada,Bengali,1997,NR,93,0
Crank: High Voltage aka Crank 2,English,2009,18+,91,6.2
Nuvvala Nenila,Telugu,2014,13+,138,5.4
"Love, Kennedy",English,2017,7+,91,6.7
Bandi,Hindi,None,NR,135,6.2
Durga Durgatinashini,Bengali,1981,NR,125,0
An Oddsville Christmas,English,2016,7+,70,0
Quicksand,English,2003,18+,95,5.3
Baap Gilindar Beta Kalandar,Gujarati,2007,All,94,0
Alias Janaki,Telugu,2013,13+,101,0
Andhra Mess,Tamil,2018,13+,97,3.3
Pailwaan (Telugu),Telugu,2019,13+,163,0
Majha Navra Tujhi Baiko,Marathi,2006,All,147,6.1
Buffalo ’66,English,1998,18+,109,0
Chathurangam,Malayalam,2002,NR,149,3
Harry Potter and the Sorcerer's Stone,Hindi,2001,All,152,7.6
Krutant,Marathi,2019,13+,117,6.5
Parijatha,Kannada,2012,NR,144,7.2
Inspector NottyK,Bengali,2018,13+,144,5.2
Aksar,Hindi,2006,18+,119,4.8
Sarileru Neekevvaru,Telugu,2020,13+,171,6
Molly Aunty Rocks!,Malayalam,2012,All,128,5.9
Looking Glass,English,2018,18+,107,4.6
Crisscross,Bengali,2018,13+,114,0
Thangamalai Thirudan,Tamil,1986,NR,84,0
Thugs Of Hindostan (Tamil),Tamil,2018,16+,164,4.1
Tumbbad,Telugu,2018,18+,104,8.3
Milan Talkies,Hindi,2019,13+,140,5
Trapped in a Human Zoo,English,2019,13+,52,0
The Smurfs,Tamil,2011,7+,102,5.4
A Night in Casablanca,English,None,7+,84,7
Bisha Brikha,Bengali,2017,13+,124,0
A Good Man,English,2014,18+,103,4.6
Dead Birds,English,2004,13+,90,5.6
Nawabzaade,Hindi,2018,13+,109,4.4
Vellipomakey,Telugu,2017,All,106,6.5
Monster,Tamil,2019,All,137,6.8
Apollonia - Tel Arsuf,English,2020,13+,26,0
Vichitram,Telugu,1999,NR,138,6
Marjiana Abdullah,Bengali,1973,NR,131,7.6
Kannullo Nee Roopamey,Telugu,2018,All,128,0
Zhagaram,Tamil,2019,All,112,5.4
Jijibisha - Lust To Live,Bengali,2014,13+,96,0
Kamamtho,Telugu,2003,NR,72,0
Byomkesh O Chiriakhana,Bengali,2017,13+,102,6.6
The Boy,Tamil,2016,16+,93,6
Anbe Vaa,Tamil,1966,All,174,7
Kathin Maya,Bengali,None,NR,141,6.1
Aaj Ki Awaz,Hindi,1984,18+,134,5.7
Ottamuri Velicham,Malayalam,2018,NR,99,7.3
The Dark Knight Rises,Telugu,2012,13+,164,8.4
Up Up & Up,Telugu,2019,All,78,5.6
MCA (Middle Class Abbayi),Telugu,2017,13+,138,5.9
Geostorm,Tamil,2017,13+,109,5.3
Anuranan,Bengali,2006,All,106,6.7
Lord of the Rings: The Two Towers,English,2002,13+,179,8.7
Sri Krishna Garudi,Kannada,1958,NR,141,0
Dhruva,Kannada,2020,All,140,5.7
Prema Sakshi,Kannada,1984,NR,120,0
Devuni Gelichina Manavudu,Telugu,None,NR,99,8
Matir Manush,Bengali,2019,13+,147,0
Tambyacha Vishnubala,Marathi,2001,18+,157,7.4
Karna - Telugu,Telugu,None,NR,177,0
Kalinga,Tamil,2005,18+,122,0
Hisss,Hindi,2010,18+,97,2.8
Gopaludu Bhoopaludu,Telugu,1979,NR,170,0
Protishodh,Bengali,2019,13+,121,0
Lucky Chance,Telugu,1994,NR,113,6.1
After Sex,English,2008,18+,77,5.5
Shool,Hindi,1999,18+,134,7.7
Merry-Go-Round,English,1981,18+,160,0
Task Force,English,2000,18+,95,5.8
The Diary of a Teenage Girl,English,2015,18+,102,6.9
Bal Ganesh 2 (Malayalam),Malayalam,2009,All,73,0
Janaadhipan,Malayalam,2019,13+,120,6
Nakli Nawab,Hindi,None,NR,134,0
Main Khiladi Tu Anari,Hindi,1994,13+,169,6.5
The Matrix Reloaded,English,2003,18+,138,7.2
Sadi Gali Aya Karo,Punjabi,2012,All,135,0
Nikka Zaildar 3,Punjabi,2019,13+,116,4.1
Daku Maharani,Hindi,2000,NR,105,0
Mane Devru,Kannada,1993,NR,134,7.5
Jyoti - Bengali,Bengali,1998,NR,104,0
Atlas Shrugged: Part II,English,2012,16+,111,5.4
Kaala (Telugu),Telugu,2018,13+,160,0
Raja Saheb,Bengali,2017,13+,109,0
Elektra,English,2005,13+,96,4.7
Meri Pyaari Bindu,Hindi,2017,13+,116,5.9
Flight 192,Malayalam,2016,16+,85,5
47 Rojulu,Telugu,1981,NR,125,6.8
Mad Max: Fury Road,Hindi,2015,18+,120,8.1
Bemisal,Hindi,1982,All,142,7.1
Marley & Me,English,2008,13+,115,7.1
Velaikkaran,Tamil,1987,All,139,6.7
Roti,Hindi,1972,All,149,6.9
PIRANHA 3DD,Hindi,2012,18+,79,3.7
Kidnapper,Bengali,2018,13+,127,0
Pitch Perfect,English,2012,18+,112,7.1
Per Sollum Pillai,Tamil,1987,All,134,6.8
1942: A Love Story,Hindi,1994,All,152,7.2
Bhoothnath,Hindi,2008,All,130,6.3
Boomerang,Bengali,2018,13+,75,5.6
Aarakshaka,Kannada,2012,NR,141,7
Kabaddi Once Again,Punjabi,2012,13+,160,6.6
Andha June 16-Am Naal,Tamil,1984,NR,103,0
Noriega: God's Favorite,English,2000,18+,115,6.3
Calendar Girls,Hindi,2015,18+,126,4.2
Honey Bunny As Super Team X,Telugu,2018,7+,49,0
Evil Dead,Hindi,2013,18+,91,7.5
Payal Ki Jhankaar,Hindi,1980,All,114,5.6
Rajkannya,Bengali,None,NR,104,0
Fandi,Marathi,2018,13+,101,4.5
Ullathil Nalla Ullam,Tamil,1988,NR,119,0
Ee Maya Peremito,Telugu,2018,13+,108,6.1
Cold Skin,Telugu,2018,16+,102,6
Bal Ganesh (Bengali),Bengali,2007,All,102,0
Friends,Malayalam,1999,All,158,7.5
Flight 192,Telugu,2016,16+,85,5
Filmy Duniya,Hindi,2013,NR,136,0
Silpi,Bengali,None,NR,119,0
Rupey Tomay Bholabo Na,Bengali,2013,13+,119,0
Sirf,Hindi,2008,All,134,5.9
A Shyam Gopal Varma Film,Telugu,2014,13+,103,5.5
A Dangerous Man,English,2009,18+,91,5.1
The Stolen Princess (Hindi),Hindi,2018,All,88,6.1
Agni Pariksha,Bengali,2017,13+,136,0
Server Sundaram,Telugu,None,All,159,8.7
Natsamrat,Gujarati,2018,All,124,8.6
Kraurya,English,1995,NR,119,7.7
Cottonpickin’ Chickenpickers,English,None,NR,90,0
Cloudy with a Chance of Meatballs,Telugu,2009,7+,89,6.9
Lashtam Pashtam,Hindi,2018,13+,108,5.9
Baalina Daari,Kannada,1997,NR,141,0
Men in Black 3,Marathi,2012,13+,105,6.8
Grown Ups 2,English,2013,18+,100,5.4
Rudra: Return Of The Cage Magician,Hindi,2020,7+,43,0
Raja Vaaru Raani Gaaru,Tamil,2019,13+,130,7.5
Makkala Bhagya,Kannada,1976,NR,172,0
Suhaag Raat,Hindi,None,NR,138,0
Keranir Jibon,Bengali,None,NR,119,0
Juliet Lover Of Idiot,Telugu,2017,13+,126,5.7
Sharyat,Marathi,2011,All,126,5.7
Beadap,Bengali,1996,NR,122,0
Evil Dead,English,2013,18+,91,7.5
I love You Teacher,Telugu,1999,NR,123,0
Shrimathi,Kannada,2011,NR,131,0
Brother's Day (Malayalam),Malayalam,2019,13+,163,4.5
Jadi Jantem,Bengali,1974,NR,141,7.7
Iruttu Araiyil Murattu Kuthu,Tamil,2018,18+,117,4.1
Sainyam,Malayalam,1994,All,172,6.5
Sriramudinta Srikrishnudanta,Telugu,2017,13+,125,7.1
Transformers: Dark of the Moon,Marathi,2011,13+,154,6.2
Alice Through the Looking Glass,English,1987,13+,73,6.2
Barah Aana,Hindi,2009,13+,91,6.8
Nadiya Ke Paar,Hindi,1982,NR,126,7.8
Batman v Superman: Dawn of Justice,Telugu,2016,13+,151,6.4
Captain Vidyut,Hindi,2020,All,77,7.4
Tezz,Hindi,2012,13+,121,3.9
Petrichor Chapter 1 Angst,Hindi,2016,All,20,8.4
Mr. White Mr. Black,Hindi,2008,NR,136,3.3
Neelagiri,Malayalam,1991,13+,146,5.3
The Grudge,Tamil,2019,18+,93,4.3
Fukrey,Hindi,2013,All,135,6.9
Action,Tamil,2019,13+,150,4.5
Subhalekha+lu,Telugu,2018,13+,122,6.9
Guru Aur Bhole & Hawa Hawai,Hindi,2018,7+,60,0
Anaya Abhichar - Bengali,Bengali,1985,NR,143,0
Bleeding Steel,Telugu,2017,13+,105,5.2
Jeena Isi Ka Naam Hai,Hindi,2017,13+,153,5.3
Kaliyuga Bheema,Kannada,1991,NR,149,0
Naerukku Naer,Tamil,1997,All,151,7.1
Amanush,Hindi,1975,All,144,7
Double Seat,Marathi,2015,All,129,7.8
Bambara Kannaley,Tamil,2005,All,161,4
Dholi Taro Dhol Waage,Gujarati,2008,All,160,3.4
Raaz Reboot,Hindi,2016,18+,127,4.4
Yogi Duniya,Kannada,2018,NR,139,0
Jhoola,Hindi,None,NR,147,5.8
Panic Room,English,2002,18+,111,6.8
Lollipops,Tamil,2020,18+,119,0
Rodon Bhara Basanta,Bengali,1974,NR,138,0
Loha,Hindi,1987,18+,154,5.6
Ghostbusters,English,2016,13+,116,6.4
Aryan - Malayalam,Malayalam,1988,NR,171,0
Hai Apna Dil Toh Awara,Hindi,2016,13+,125,6.1
Baba Keno Chakar,Bengali,1998,All,152,7.2
Penguins Of Madagascar,English,2014,7+,91,6.7
At the Devil's Door,English,2014,18+,93,4.8
Aasami,Tamil,2012,NR,122,0
Vaastav: The Reality,Hindi,1999,13+,139,8
Chithakkotudu 2,Telugu,2020,18+,118,0
The SpongeBob SquarePants Movie,English,2004,7+,87,7.1
Chhota Bheem - African Safari,Hindi,2015,All,61,6.2
Shet Patharer Thala,Bengali,2017,13+,142,0
"KANJI ISHIWARA, THE MAN WHO TRIGGERED THE WAR",English,2019,13+,52,0
Jagamechida Maga,Kannada,1972,NR,153,8.2
Lucifer (Malayalam),Malayalam,2019,13+,172,7.5
The Accountant,English,2016,18+,127,7.3
"South Park: Bigger, Longer & Uncut",English,1999,18+,81,7.7
Dassehra,Hindi,2018,13+,107,3.8
Aarohan,Bengali,2011,NR,116,8
Bapu,Hindi,2015,All,10,0
"Sentinel, The",English,2006,13+,108,6.1
Fan,Kannada,2019,13+,142,9.2
Sangee,Bengali,2017,13+,148,7.1
Dangar Doctor Jelly,Punjabi,2017,All,133,5.5
Karma Yodha,Malayalam,2012,13+,120,4.2
Namak Haraam,Hindi,1973,All,135,7.3
Global Baba,Hindi,2016,13+,111,5.6
Heza,Telugu,2019,13+,108,7.4
Steve and Maggie - Awesome Animal Adventures (Vol. 3),English,2020,All,45,0
Bhalobasar Pratidan,Bengali,2001,NR,174,0
Digvijaya,Kannada,1987,NR,144,0
Chirodini Tumi Je Amar,Bengali,2017,13+,141,6.7
Hyena Road,English,2016,18+,120,6.5
Oro Viliyum Kathorthu,Malayalam,1998,NR,146,4.8
Hazaaron Khwaishein Aisi,Hindi,2005,18+,105,7.9
Allied,English,2016,NR,124,7.1
Criminal,Telugu,2016,18+,108,6.3
Shwet Pathorer Thala,Bengali,1992,NR,150,7.1
The Elephant Whisperer,English,2020,13+,47,0
Kartha Karma Kriya,Telugu,2018,13+,128,6
Rise Of The Zombie,Hindi,2013,18+,83,3.5
Angarki,Marathi,2013,13+,102,6.3
The Super Simple Show - Christmas,English,2019,All,44,0
Sellvandhan,Tamil,2015,NR,159,7.5
Moonlight,English,2016,13+,110,7.4
Main Aisa Hi Hoon,Hindi,2005,All,155,4.8
Howrah Bridge,Hindi,None,NR,118,7
Ashche Abar Shobor,Bengali,2018,18+,126,6.3
Dark Chocolate (Bengali),Bengali,2016,18+,90,4.2
Be-Shaque,Hindi,1981,NR,121,6.3
Tom Ford,English,2020,13+,23,0
Chunkzz,Malayalam,2017,All,120,5.7
Kodagana Koli Nungitta,Kannada,2008,NR,157,7.4
Kakkothikkavile Appooppan Thaadikal,Malayalam,1988,NR,99,7.3
S. P. Sangliyana Part 2,Kannada,1990,NR,114,0
Playing It Cool,English,2014,18+,94,0
Pinjar,Hindi,2003,13+,183,8
Standoff,English,2016,16+,82,6.1
Gurupornima,Marathi,2014,All,117,6.8
Tu Mera Ki Lagda,Punjabi,2019,All,128,6.7
Mere Dad Ki Maruti,Hindi,2013,13+,101,6.4
Jyeshthoputro,Bengali,2019,All,123,7.6
R.I.P.D.,English,2013,13+,95,5.6
Theendum Inbam,Tamil,1997,NR,79,0
Do Aur Do Paanch,Hindi,1980,All,153,7
Prithivi Amarey Chai,Bengali,1995,NR,150,0
Kabli Khan,Hindi,None,NR,123,4.8
Ramuni Minchina Ramudu,Telugu,1974,NR,135,0
Baapjanma,Marathi,2017,All,121,8.2
Wedding Pullav,Hindi,2015,NR,123,3.8
Anwar,Malayalam,2010,13+,128,6.4
Benkiya Bale,Kannada,1983,NR,137,6.6
Birpursh The Hero Within,Bengali,2019,13+,15,0
Paisa Vasool,Hindi,2004,18+,132,4.3
True Story,English,2015,18+,99,6.3
Oh My Friend,Telugu,2011,All,130,6.6
Satarupa,Bengali,1998,NR,134,0
Zamana,Hindi,1985,All,155,6.3
Adithya Varma,Tamil,2019,18+,165,6.3
Okkadu Chaalu,Telugu,2005,NR,160,0
Chal Guru Ho Ja Shuru,Hindi,2015,NR,116,0
Shamitabh,Hindi,2015,NR,138,6.8
Puthukkottayile Puthumanavalan,Malayalam,1995,All,114,6.8
Ke Tumi Nandini,Bengali,2017,13+,136,5.9
Bhairavi,Hindi,1996,All,145,5.6
Sri Krishna Vijayamu,Telugu,1971,NR,148,0
Kismat Wala,Hindi,1986,NR,90,0
Paavam Poornima,Malayalam,1984,NR,131,6.2
Do Raaste,Hindi,None,All,150,7
Jaguar (Kannada),Kannada,2016,13+,159,5.4
Jamalaye Jibanta Manush,Bengali,2017,13+,127,7.5
Sarkar Dada,Malayalam,2005,All,130,2.9
Vamanapuram Bus Route,Malayalam,2004,All,120,2.2
LEGO Marvel Black Panther,English,2018,7+,22,5.7
Weapons of Mass Surveillance,English,2019,13+,42,6.8
Rup Rong,Bengali,2012,13+,109,0
Armaan,Hindi,2003,All,152,5.2
Insaaf Ki Awaaz,Hindi,1986,All,162,4.8
Bhuban Majhi,Bengali,2017,NR,113,7.5
Chal Man Jeetva Jaiye,Gujarati,2017,All,116,8.7
The Legend of Tarzan,English,2016,13+,109,6.2
Motherless Brooklyn,English,2019,18+,144,6.8
Chhota Bheem Vs Zimbara,Hindi,2019,All,64,0
Bal Ganesh 2 (Telugu),Telugu,2009,All,73,0
Perazhagan,Tamil,2004,All,146,6.4
Take Care Good Night,Marathi,2018,13+,110,7.5
Up Up & Up,Malayalam,2019,All,78,5.6
Watchmen,English,2009,18+,162,7.6
Maattuppetti Machaan,Malayalam,1988,NR,134,0
Ik Sandhu Hunda Si,Punjabi,2020,13+,114,4.9
Drishyam 2,Malayalam,2021,13+,153,8.9
Justice Chaudhury,Hindi,1983,All,157,5.6
Maunn,Hindi,2019,NR,12,8.8
15 Lakh Kadon Aauga,Punjabi,2019,13+,131,6.9
Karthikeyanum Kaanamal Pona Kadhaliyum,Tamil,2018,All,101,0
Ee Nagaraniki Emaindi,Telugu,2018,13+,134,7.9
Aaradhana,Telugu,1976,NR,164,6.7
10 Cloverfield Lane,English,2016,18+,103,7.2
Boarding Gate,English,2007,18+,106,5.1
Dhol Taashe,Marathi,2015,NR,128,5.4
Zunj,Marathi,1974,All,136,8.4
Amhi Jato Amuchya Gava,Marathi,1968,All,127,7.1
Daitya,Bengali,2002,NR,102,0
Aa Dekhen Zara,Hindi,2009,NR,111,5
Lara Croft: Tomb Raider,Tamil,2001,18+,100,5.8
Kannad Gothilla,Kannada,2019,13+,118,5
Logan Lucky,Telugu,2017,16+,118,7
Hatya,Telugu,1992,NR,85,6.9
Pela Adhi Akshar,Gujarati,2017,13+,138,7.2
Return To Sender,English,2015,18+,91,5.1
Jadu Bangsha,Bengali,1974,NR,110,0
Rajasimha - Roaring Lion,Kannada,2018,13+,142,0
Virus,Malayalam,2019,All,148,7.9
Sundari Nee Vayasentha,Telugu,1976,NR,58,0
Akkal Badi Ke Cash,Gujarati,2019,All,116,0
Agent Vinod,Hindi,1977,All,145,5.7
Sthalathe Pradhana Payyans,Malayalam,1993,NR,148,5.9
Chak Jawana,Punjabi,2010,All,131,7.2
Vinci Da,Bengali,2019,13+,114,7.3
Kiccha Huccha,Kannada,2010,13+,133,6.1
Krishna,Bengali,2017,13+,131,4.7
Shilpi,Bengali,1994,All,96,8
Naksha,Hindi,2006,13+,123,3.2
Bounty Hunters,Hindi,2016,13+,105,5.4
She's the Man,English,2006,13+,105,6.3
Ouija,English,2014,18+,89,4.5
Honey & Bunny in KungFu Challenge,Telugu,2018,7+,51,0
The Warrior's Way,Telugu,2010,18+,96,6.3
Mohabbatein,Hindi,2000,13+,215,7.1
Phoebe in Wonderland,English,2008,18+,100,7.1
Jiban Niye Khela,Bengali,2017,13+,138,7.6
Jaguar (Telugu),Telugu,2016,13+,152,5.4
The Legend Of Bhagat Singh,Hindi,2002,All,149,8.1
From Cremona To Cremona,English,2020,13+,76,0
Chiara Ferragni Unposted,English,2019,13+,88,3.8
Jaal Saz - Kishore Kumar,Hindi,None,NR,139,0
Ithade,Telugu,2014,NR,90,0
Ashani Sanket,Bengali,1973,All,97,8.1
American Citizen,English,1992,18+,98,6.1
Chandanachi Choli Anga Anga Jali,Marathi,1974,All,135,6.6
Pehli Sher Doosari Savaasher Navara Paavsher,Marathi,2005,All,162,0
What Happened in Vegas,English,2020,13+,52,6.9
Despicable Me 2,English,2013,7+,98,7.3
Jab Pyaar Kisise Hota Hai,Hindi,1998,All,149,5.8
Orphan,English,2009,18+,122,7
Underworld Rise of the Lycans,Marathi,2009,18+,92,6.6
Anna,English,2019,16+,118,6.6
Deva,Marathi,2017,All,113,6.3
Nonsense,Malayalam,2018,All,147,7.1
The Captain,English,2019,13+,106,6.2
Paddehuli,Kannada,2019,13+,158,5.8
Vitthal Vitthal,Marathi,2003,All,126,7.6
Germ Warfare: The Battle Against Superbugs,English,2020,13+,49,0
Ghar Parivar,Hindi,1991,All,130,5.2
Aakasamantha,Telugu,2008,All,114,0
Bolo Raam,Hindi,2009,NR,106,5.1
Blumhouse's Fantasy Island,Hindi,2020,18+,109,4.9
Ithu Njangalude Katha,Malayalam,1982,NR,140,0
Deception,English,2008,18+,107,0
Harry Potter and the Goblet of Fire,English,2005,13+,157,7.7
Chhote Nawab,Hindi,None,NR,140,5.5
Ashite Ashiona,Bengali,None,NR,95,0
Untamed Romania,English,2019,13+,88,8.5
Sobuj Choshma,Bengali,2019,13+,24,0
Shikari,Bengali,2016,All,146,4.7
Chef,English,2014,13+,110,7.3
Crazywater,English,2020,13+,56,8.3
Adhurs,Telugu,2010,13+,149,6.7
Godfather,Malayalam,1991,NR,142,9.2
Aami Ashbo Phirey,Bengali,2019,13+,120,6.9
Aliens in the Attic,English,2009,13+,85,5.4
Amal,English,2008,All,103,7.5
Bali Danam,Telugu,1998,NR,137,0
Tula Kalnnaar Nahi,Marathi,2017,All,120,6.8
Ave Kallu,Telugu,None,All,163,7.1
Law Point,Malayalam,2014,All,99,5.3
Bad Boys II,Hindi,2003,13+,146,6.6
Safe House,English,2012,18+,114,6.7
Mili,Hindi,1975,All,115,7.5
Picnic - Telugu,Telugu,2001,NR,90,0
Fukrey Returns,Hindi,2017,13+,135,6.5
Apur Panchali,Bengali,2017,13+,96,8.2
Qasam Se Qasam Se,Hindi,2012,NR,145,4
Anchors Up,English,2017,All,73,5
Narsimha,Hindi,1991,13+,186,5.5
U The End A,Kannada,2016,13+,109,0
Pratikar,Bengali,2017,13+,141,5.1
Bigil,Tamil,2019,13+,177,6.7
Arohan,Bengali,1982,All,139,7.5
Nadhoo Khan,Punjabi,2019,All,136,4.3
Oldboy,English,2013,18+,98,5.7
Hosa Jeevana,Kannada,1990,NR,145,7.2
Joshilaay,Hindi,2009,13+,107,5.7
Pappayude Swantham Appoos,Malayalam,1992,NR,141,7.9
Jiban Jijnasa,Bengali,1971,NR,148,0
Chor Chor Super Chor,Hindi,2013,NR,98,6.6
Dinoshark,Hindi,2010,16+,86,3.1
Men in Black 3,English,2012,13+,105,6.8
Four Two Ka One,Hindi,2013,NR,112,4.8
I Dont Luv U,Hindi,2013,NR,120,0
Ashlilatar Daye,Bengali,1983,NR,128,0
Jhansi Ki Rani,Hindi,None,NR,126,0
Rupaban Kanya,Bengali,1992,NR,137,0
Kangan,Hindi,None,NR,141,6.6
Laxmi,Hindi,None,NR,118,0
Kalavida,Kannada,1997,NR,144,0
300: Rise of an Empire,Telugu,2014,18+,102,6.2
Too Late for Tears,English,None,18+,101,7.3
Nebraska,English,2013,18+,110,7.7
Rajar Raja,Bengali,1994,NR,121,0
Dosar,Bengali,2017,13+,123,7.4
Adrift,Hindi,2018,16+,92,6.6
Resurrecting The Champ,English,2007,18+,107,6.7
Narbachi Wadi,Marathi,2013,13+,118,7.6
Downhill Willie,English,1997,16+,89,4.9
Vajra Kavachadhara Govinda,Telugu,2019,13+,140,5.8
Khana Baraho,Bengali,1981,All,128,0
Nikaah,Hindi,1982,All,141,6.7
Bal Hanuman IV - Attack Of The Universe,Hindi,2012,All,68,0
Pudumai Pithan,Tamil,1957,NR,175,6.7
Valmiki Ki Banduk,Hindi,2010,All,12,0
Bound,English,1996,18+,108,7.3
12Va Anthasthu,Telugu,2003,13+,111,4.8
Teraa Surroor,Hindi,2016,13+,99,2.6
Girlfriend,Bengali,2018,All,128,6.4
Chinnodu,Telugu,2006,NR,150,4.3
Main Prem Ki Diwani Hoon,Hindi,2003,13+,197,4
Bombay to Goa,Hindi,1972,All,136,6.8
Oliyambukal,Malayalam,1990,NR,120,6.8
Target Number One,Telugu,2020,18+,119,6.1
Main Prem Ki Diwani Hoon,Hindi,2003,NR,170,0
Dhanwaan,Hindi,1993,NR,149,3.4
Aruvam,Tamil,2019,13+,122,4.4
Nasihat,Hindi,1986,NR,139,5.1
The Little Vampire,English,2000,7+,79,5.8
Jaanwar,Hindi,1999,13+,165,5.9
Ouija,Hindi,2014,18+,89,4.5
Olympus Has Fallen,Tamil,2013,18+,114,6.5
Homefront,Hindi,2013,18+,96,6.5
Top Cat,Gujarati,2012,13+,86,4.6
Kaal - Bengali,Bengali,2007,NR,106,0
Luck,Hindi,2009,13+,135,4.8
Malwa Maratha,Hindi,2018,NR,95,0
Heat,English,1995,18+,170,8.2
Lisaa,Telugu,2019,13+,107,3.1
Thamizhan,Tamil,2002,13+,162,5.2
Roll No. 56,Gujarati,2017,NR,95,5.8
Romantic Criminals,Telugu,2019,18+,124,7.2
Thiraikku Varadha Kathai,Tamil,2016,13+,125,3
Dhoom Dadakka,Hindi,2008,NR,133,3.4
Yeh Desh,Hindi,1984,NR,150,6
Love in Nepal,Kannada,2000,NR,105,3.7
Lakeer Ka Fakeer,Hindi,2013,NR,114,5.4
aasoo bane angaarey,Hindi,1993,All,150,0
SpongeBob SquarePants: Sponge Out Of Water,English,2015,All,92,6
Zameer,Hindi,1975,All,129,6.2
Mabel,English,2020,13+,21,8.4
Namasthe Anna,Telugu,1994,NR,124,0
Cheliya,Telugu,2017,All,138,0
Yaanaa,Kannada,2019,13+,158,5.1
The Hornet's Nest,English,2014,18+,96,6.7
Kathakku Pinnil,Malayalam,1987,NR,118,7.2
Antar Bahir,Bengali,1995,NR,78,0
Death of a Cheerleader,English,1994,16+,91,0
Sabrina Friends Forever,English,2002,7+,70,0
Ballerina,English,2018,All,85,6.8
Kamuki,Malayalam,2018,All,135,4.2
Namma Veetu Kalyanam,Tamil,2002,NR,150,0
Jia Aur Jia,Hindi,2017,13+,91,4.5
Sing Along With Tobee 4 - Super Simple,English,2019,All,58,0
Ghar,Hindi,1978,All,121,7
Mahapurush O Kapurush,Bengali,2013,All,124,5.1
Madhu Malati,Bengali,1999,All,145,0
Antorshotta,Bengali,2018,All,119,0
Fathers and Daughters,English,2016,18+,113,7.1
Mr. Holmes,English,2015,13+,104,6.9
Kesari,Hindi,2019,13+,153,7.4
Ananya,Bengali,1992,NR,161,0
C U Soon,Malayalam,2020,16+,98,7.8
Mayabazar,Kannada,2000,NR,175,7.1
Bees Saal Baad,Hindi,None,NR,140,5.2
Shanty Tramp,English,None,NR,71,5.8
Warrish,Bengali,2004,NR,131,0
Saheb Bibi Golam,Bengali,2017,13+,149,7.9
Marathi Tigers,Marathi,2016,13+,132,0
Adhikar,Bengali,2017,13+,151,6
That Awkward Moment,English,2014,18+,94,6.2
Men in Black 3,Tamil,2012,13+,105,6.8
Herbert,Bengali,2006,13+,139,0
The Stream,English,2013,16+,86,4.8
Flat No 609,Bengali,2019,13+,108,0
Gangvaa,Hindi,1984,NR,126,5.4
Angkor Awakens,English,2019,13+,48,7.9
Lockout,English,2012,16+,91,6.1
Hellboy: Blood & Iron,English,2007,16+,75,6.7
Hogi Baa Magale,Kannada,2008,NR,133,0
Akatho Puratho (In or Out),Malayalam,2018,All,119,0
Malli Malli Chusa,Telugu,2019,13+,126,5
Shashi Babur Sansar,Bengali,2017,13+,129,6.5
Neram Nadi Kadu,Telugu,1989,NR,133,0
Chicken Popcorn,Bengali,2020,13+,3,0
Tamasha,Hindi,None,NR,127,0
Parannu Parannu Parannu,Malayalam,1984,NR,153,6.7
Sauda,Hindi,1995,NR,132,4
Gudugu Sidilu,Kannada,1988,NR,113,0
Mighty Raju - Most Wanted,Hindi,2019,All,61,0
Sahodarara Savaal,Kannada,1977,NR,155,7.2
Ready,Telugu,2008,13+,172,4.7
Vadda Kalakaar,Punjabi,2018,13+,138,5.1
Detective,Bengali,2020,13+,115,5.9
Temptation: Confessions of a Marriage Counselor,English,2013,13+,111,0
Teer Bhanga Dheu,Bengali,1977,NR,112,0
Rupinder Gandhi - The Gangster,Punjabi,2015,13+,131,7.3
Atal Jaler Ahwan,Bengali,2017,13+,127,6.6
Christmas Break-in,English,2018,7+,86,4.4
420,Telugu,1993,NR,116,8.8
IT Chapter Two,Telugu,2019,18+,169,6.5
Indradhanush,Kannada,2000,NR,153,7.5
Phirie Dao,Bengali,1994,NR,161,0
Wonderstruck,English,2017,7+,115,6.2
"To Live, To Tell",English,2020,13+,46,0
The Wife,English,2019,18+,100,7.2
Sabr,Hindi,2018,All,11,0
Kilichundan Mampazham,Malayalam,2003,All,147,5.8
Shikara,Hindi,2020,13+,119,3.7
LEGO Jurassic World The Secret Exhibit Part 2,English,2018,7+,22,6.2
Pattanakke Banda Pathniyaru,Kannada,1980,NR,145,0
Kadhal Kan Kattudhe,Tamil,2017,All,103,6.5
Life In A Year,Tamil,2021,13+,107,5.6
Aat Paake Badha,Bengali,2017,13+,124,0
Kong: Skull Island,English,2017,16+,118,6.6
Thaye Bhuvaneswari,Tamil,2005,13+,128,0
Hirak Rajar Deshe,Bengali,1980,NR,109,8.9
Devipaksha,Bengali,2018,13+,147,0
Tumsa Nahin Dekha,Hindi,None,All,139,7.2
Murattu Kaalai,Tamil,1980,All,138,6.8
Shooter,English,2007,18+,125,7.2
Neelimai Neel,Bengali,1991,NR,142,0
Live Die Repeat: Edge of Tomorrow,English,2014,13+,113,7.9
Irakal,Malayalam,1985,NR,136,7.6
Chhota Bheem - Master Of Shaolin,Hindi,2020,All,75,0
Andaz,Hindi,1971,All,142,6.7
Oskar,Bengali,2018,NR,133,0
Poran Jaye Jolia Re,Bengali,2017,13+,140,0
